DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220607625,03/18/2022 12:00:00 AM,03/18/2022 12:00:00 AM,1403,6,Hollywood,663,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2004 1300 0329,52,M,W,101.0,STREET,304.0,CLUB/BAT,AA,Adult Arrest,745.0,,,,SANTA MONICA,SYCAMORE,34.0907,-118.3428
210409951,06/22/2021 12:00:00 AM,06/21/2021 12:00:00 AM,2030,4,Hollenbeck,471,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1100 S  BOYLE                        AV,,34.036,-118.2242
232005327,02/03/2023 12:00:00 AM,02/02/2023 12:00:00 AM,1500,20,Olympic,2081,1,210,ROBBERY,0302 0334 0344 0416 0445 1100 0913 0450 0342,47,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AA,Adult Arrest,210.0,,,,1800 S  WILTON                       PL,,34.0408,-118.3144
241516053,12/18/2024 12:00:00 AM,12/17/2024 12:00:00 AM,1930,15,N Hollywood,1505,1,330,BURGLARY FROM VEHICLE,1822 0352 0344 1307 0386,37,M,H,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,330.0,,,,7500    LANKERSHIM                   BL,,34.2067,-118.3878
201613135,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,225,16,Foothill,1657,1,210,ROBBERY,1822 0344 0906 1816,38,M,W,102.0,SIDEWALK,204.0,FOLDING KNIFE,IC,Invest Cont,210.0,,,,VALMONT                      ST,SAMOA,34.2523,-118.2874
221210876,04/29/2022 12:00:00 AM,04/29/2022 12:00:00 AM,1,12,77th Street,1263,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1402 2000 1814 0913 0416,29,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,998.0,,,1800 W  80TH                         ST,,33.9664,-118.309
210111870,06/15/2021 12:00:00 AM,11/04/2020 12:00:00 AM,1530,1,Central,119,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,500    RAMIREZ                      ST,,34.055,-118.2321
221904571,01/16/2022 12:00:00 AM,01/16/2022 12:00:00 AM,545,19,Mission,1999,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7700    GREENBUSH                    AV,,34.2102,-118.4267
241810836,06/20/2024 12:00:00 AM,04/17/2024 12:00:00 AM,1415,18,Southeast,1837,2,354,THEFT OF IDENTITY,1822 0100 0928,26,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1600 E  IMPERIAL                     HY,,33.9363,-118.2426
241217466,11/23/2024 12:00:00 AM,11/23/2024 12:00:00 AM,1628,12,77th Street,1208,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,30,F,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,4500 S  FIGUEROA                     ST,,33.9997,-118.2849
221413641,07/10/2022 12:00:00 AM,07/07/2022 12:00:00 AM,1730,14,Pacific,1435,2,946,OTHER MISCELLANEOUS CRIME,1402 1822,33,F,W,101.0,STREET,,,IC,Invest Cont,946.0,998.0,,,3500    MCLAUGHLIN                   AV,,34.0141,-118.4289
201913960,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,2216,19,Mission,1985,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311,38,M,B,218.0,BEAUTY/BARBER SHOP,,,IC,Invest Cont,745.0,,,,8400    VAN NUYS                     BL,,34.2229,-118.4487
240604470,01/05/2024 12:00:00 AM,01/04/2024 12:00:00 AM,2100,6,Hollywood,646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822,51,M,O,101.0,STREET,,,IC,Invest Cont,740.0,,,,SELMA                        AV,IVAR                         AV,34.0998,-118.3282
210705386,02/04/2021 12:00:00 AM,01/31/2021 12:00:00 AM,1827,7,Wilshire,765,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0342,0,M,O,404.0,DEPARTMENT STORE,,,IC,Invest Cont,343.0,,,,1300 S  LA BREA                      AV,,34.0497,-118.3442
241910835,08/12/2024 12:00:00 AM,08/12/2024 12:00:00 AM,15,19,Mission,1977,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,72,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,13800    RAYEN                        ST,,34.2352,-118.4339
240611954,09/13/2024 12:00:00 AM,09/13/2024 12:00:00 AM,2155,6,Hollywood,646,2,437,RESISTING ARREST,1501,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,437.0,,,,1600    SCHRADER                     BL,,34.0998,-118.3325
221421230,12/18/2022 12:00:00 AM,12/18/2022 12:00:00 AM,2000,14,Pacific,1456,1,310,BURGLARY,1607 0329 0344,30,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,11800    AVON                         WY,,33.9969,-118.4179
230607387,03/20/2023 12:00:00 AM,03/19/2023 12:00:00 AM,730,6,Hollywood,649,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913 1251 0910,29,M,O,801.0,MTA BUS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,SUNSET,HOBART,34.0981,-118.3056
210121519,12/03/2021 12:00:00 AM,12/03/2021 12:00:00 AM,2030,1,Central,153,2,946,OTHER MISCELLANEOUS CRIME,0605 1501,0,X,X,101.0,STREET,,,IC,Invest Cont,946.0,,,,5TH                          ST,SPRING                       ST,34.0477,-118.2502
200116051,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1300,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,0416 0421 0340 1822 0305,36,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 S  OLIVE                        ST,,34.0476,-118.2546
202115176,10/22/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1800,21,Topanga,2136,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,36,M,H,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,7500    JORDAN                       AV,,34.2065,-118.6029
220404109,01/04/2022 12:00:00 AM,01/02/2022 12:00:00 AM,1209,4,Hollenbeck,497,2,354,THEFT OF IDENTITY,0100,43,F,H,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,,,,3300 E  OLYMPIC                      BL,,34.019,-118.2082
231717602,11/15/2023 12:00:00 AM,11/13/2023 12:00:00 AM,1830,17,Devonshire,1795,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,8600    BALBOA                       BL,,34.2248,-118.5151
221417299,10/04/2022 12:00:00 AM,09/30/2022 12:00:00 AM,1700,14,Pacific,1495,1,520,VEHICLE - ATTEMPT STOLEN,1822 0358 1300,46,F,W,102.0,SIDEWALK,,,IC,Invest Cont,520.0,,,,6100 W  94TH                         ST,,33.9523,-118.3906
231413738,07/09/2023 12:00:00 AM,05/08/2023 12:00:00 AM,1200,14,Pacific,1467,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923 0929 1822,31,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649.0,,,,6000 W  CENTER                       DR,,33.9758,-118.3886
240122599,12/13/2024 12:00:00 AM,12/01/2024 12:00:00 AM,907,1,Central,156,2,354,THEFT OF IDENTITY,0930,46,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
240408060,06/06/2024 12:00:00 AM,06/05/2024 12:00:00 AM,1830,4,Hollenbeck,499,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,3600 E  OLYMPIC                      BL,,34.0188,-118.2011
220113691,06/06/2022 12:00:00 AM,06/06/2022 12:00:00 AM,1750,1,Central,157,2,624,BATTERY - SIMPLE ASSAULT,0910 1218 0416 1822,52,F,A,124.0,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,5TH,SAN PEDRO,34.0435,-118.2427
231420722,11/25/2023 12:00:00 AM,11/25/2023 12:00:00 AM,1120,14,Pacific,1466,2,624,BATTERY - SIMPLE ASSAULT,0416,19,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,MANCHESTER,SEPULVEDA,33.975,-118.4002
240118495,09/15/2024 12:00:00 AM,09/15/2024 12:00:00 AM,800,1,Central,162,2,888,TRESPASSING,0910,0,X,X,903.0,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888.0,,,,600 W  7TH                          ST,,34.0473,-118.2566
210712488,08/29/2021 12:00:00 AM,08/29/2021 12:00:00 AM,355,7,Wilshire,745,2,624,BATTERY - SIMPLE ASSAULT,0448 0416,71,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,SAN VICENTE,REDONDO,34.052,-118.3488
230126481,12/15/2023 12:00:00 AM,12/14/2023 12:00:00 AM,1135,1,Central,152,2,888,TRESPASSING,0910,0,X,X,903.0,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888.0,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240507774,04/09/2024 12:00:00 AM,04/06/2024 12:00:00 AM,1200,5,Harbor,521,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2100 N  GAFFEY                       ST,,33.7639,-118.2934
202015462,10/03/2020 12:00:00 AM,08/29/2020 12:00:00 AM,1500,20,Olympic,2045,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1243 0448 2002,35,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,3100 W  8TH                          ST,,34.0577,-118.2997
222115077,10/06/2022 12:00:00 AM,09/29/2022 12:00:00 AM,1200,21,Topanga,2111,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923 1822 1202,64,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649.0,,,,23600    STRATHERN                    ST,,34.215,-118.6407
200917582,11/23/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1700,9,Van Nuys,976,2,624,BATTERY - SIMPLE ASSAULT,2021 0416,19,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,4500    GREENBUSH                    AV,,34.1517,-118.4258
200100924,07/31/2020 12:00:00 AM,07/29/2020 12:00:00 AM,2020,1,Central,128,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402 1822 1414,0,X,X,503.0,HOTEL,,,AO,Adult Other,740.0,998.0,,,100 S  LOS ANGELES                  ST,,34.0511,-118.2427
221917681,12/07/2022 12:00:00 AM,12/07/2022 12:00:00 AM,1405,19,Mission,1984,2,354,THEFT OF IDENTITY,,34,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,14800    ROSCOE                       BL,,34.2265,-118.4565
210604134,01/05/2021 12:00:00 AM,12/06/2020 12:00:00 AM,1700,6,Hollywood,647,2,354,THEFT OF IDENTITY,0377 1822 1501,50,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1600 N  BRONSON                      AV,,34.1,-118.318
230113538,06/04/2023 12:00:00 AM,06/03/2023 12:00:00 AM,1130,1,Central,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,39,M,H,503.0,HOTEL,,,IC,Invest Cont,341.0,,,,400 W  8TH                          ST,,34.0445,-118.2558
210313871,08/02/2021 12:00:00 AM,07/26/2021 12:00:00 AM,730,3,Southwest,373,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,20,X,X,101.0,STREET,,,IC,Invest Cont,341.0,,,,3800 S  BRONSON                      AV,,34.0163,-118.3339
211114594,10/26/2021 12:00:00 AM,10/20/2021 12:00:00 AM,5,11,Northeast,1172,1,330,BURGLARY FROM VEHICLE,0344,28,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,2200    DUANE                        ST,,34.0902,-118.2597
210619322,11/19/2021 12:00:00 AM,11/11/2021 12:00:00 AM,1500,6,Hollywood,649,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1600    WINONA                       BL,,34.1004,-118.3022
231117230,12/25/2023 12:00:00 AM,12/23/2023 12:00:00 AM,1539,11,Northeast,1142,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1822,44,F,W,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,,,AO,Adult Other,956.0,,,,4600    RUSSELL                      AV,,34.1045,-118.2896
241214591,08/22/2024 12:00:00 AM,07/15/2024 12:00:00 AM,1200,12,77th Street,1231,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,3700 W  59TH                         PL,,33.9863,-118.3378
230907186,03/21/2023 12:00:00 AM,12/23/2022 12:00:00 AM,1335,9,Van Nuys,904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1420 0378,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,14900    RAYMER                       ST,,34.2131,-118.4584
231407394,03/22/2023 12:00:00 AM,03/22/2023 12:00:00 AM,1230,14,Pacific,1477,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1609 0913 0360 2018 0334 0421,21,F,B,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,IC,Invest Cont,230.0,,,,6100 W  85TH                         PL,,33.9606,-118.3915
211222304,10/27/2021 12:00:00 AM,10/27/2021 12:00:00 AM,1000,12,77th Street,1256,2,886,DISTURBING THE PEACE,0421 0432 0443 0913 0603 0216,48,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,886.0,,,,900 W  73RD                         ST,,33.9736,-118.289
221219066,09/06/2022 12:00:00 AM,09/05/2022 12:00:00 AM,2300,12,77th Street,1266,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 W  81ST                         ST,,33.9655,-118.2897
231016396,11/02/2023 12:00:00 AM,11/02/2023 12:00:00 AM,910,10,West Valley,1065,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822,22,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,5500    NEWCASTLE                    AV,,34.1707,-118.5244
231508719,04/22/2023 12:00:00 AM,04/17/2023 12:00:00 AM,1900,15,N Hollywood,1548,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,102.0,SIDEWALK,,,IC,Invest Cont,522.0,,,,5300    LANKERSHIM                   BL,,34.167,-118.3759
231813926,07/25/2023 12:00:00 AM,07/23/2023 12:00:00 AM,1730,18,Southeast,1821,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 1822 1302 1601 0354 0344,74,M,B,408.0,AUTO SUPPLY STORE*,,,IC,Invest Cont,331.0,,,,600 W  CENTURY                      BL,,33.9455,-118.2848
231421175,10/06/2023 12:00:00 AM,10/06/2023 12:00:00 AM,1000,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,22,F,H,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,440.0,,,,00    WORLD WY,,33.9455,-118.4006
240604106,01/04/2024 12:00:00 AM,01/04/2024 12:00:00 AM,2350,6,Hollywood,643,1,210,ROBBERY,0370 0216 1300 1309 0302 0355 1822,44,M,O,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210.0,,,,1600 N  FULLER                       AV,,34.0998,-118.349
230909621,05/20/2023 12:00:00 AM,04/23/2023 12:00:00 AM,1700,9,Van Nuys,941,2,900,VIOLATION OF COURT ORDER,2038 0913 2000 1814,30,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900.0,,,,15100    BURBANK                      BL,,34.1766,-118.4589
220813308,08/15/2022 12:00:00 AM,08/15/2022 12:00:00 AM,1540,8,West LA,889,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814 1243,28,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,2000 S  SHERBOURNE                   DR,,34.0414,-118.3825
240606819,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1600,6,Hollywood,643,1,310,BURGLARY,1822 0344,0,X,X,702.0,OFFICE BUILDING/OFFICE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,,,,1500 N  VISTA                        ST,,34.098,-118.351
221214757,06/18/2022 12:00:00 AM,06/18/2022 12:00:00 AM,1630,12,77th Street,1255,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 0913 0400 0416 0417 0429 1814 2000,21,F,B,103.0,ALLEY,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,236.0,,,,NORMANDIE                    AV,S  79TH                         ST,33.9673,-118.3003
230511128,07/15/2023 12:00:00 AM,07/15/2023 12:00:00 AM,2200,5,Harbor,529,2,624,BATTERY - SIMPLE ASSAULT,0400 1218 1822 1309,55,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,BROAD                        AV,F                            ST,33.7772,-118.2609
220716850,11/22/2022 12:00:00 AM,11/21/2022 12:00:00 AM,1838,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,100    THE GROVE                    DR,,34.0736,-118.3563
221209643,04/08/2022 12:00:00 AM,04/08/2022 12:00:00 AM,2035,12,77th Street,1218,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1309 1822 0342 0329,0,X,X,210.0,RESTAURANT/FAST FOOD,102.0,HAND GUN,IC,Invest Cont,740.0,,,,5400 S  FIGUEROA                     ST,,33.9923,-118.287
211421739,11/20/2021 12:00:00 AM,11/18/2021 12:00:00 AM,2230,14,Pacific,1446,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,53,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,740.0,,,,3800    INGLEWOOD                    BL,,34.0056,-118.4285
230611532,06/22/2023 12:00:00 AM,06/20/2023 12:00:00 AM,1000,6,Hollywood,644,2,940,EXTORTION,0913 1915 1501,26,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940.0,,,,1400 N  POINSETTIA                   PL,,34.0962,-118.3483
240405802,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,1400,4,Hollenbeck,437,2,901,VIOLATION OF RESTRAINING ORDER,2038 0554,61,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,,,,1900 N  DITMAN                       AV,,34.0648,-118.1889
211507645,04/05/2021 12:00:00 AM,04/02/2021 12:00:00 AM,1750,15,N Hollywood,1595,1,330,BURGLARY FROM VEHICLE,1300 0344,40,F,O,102.0,SIDEWALK,,,IC,Invest Cont,330.0,,,,VENTURA                      BL,CARPENTER,34.1427,-118.3908
241509650,04/27/2024 12:00:00 AM,04/24/2023 12:00:00 AM,2031,15,N Hollywood,1521,2,354,THEFT OF IDENTITY,0928 1822,41,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,7000    FULTON                       AV,,34.1976,-118.4225
211817605,09/28/2021 12:00:00 AM,03/01/2020 12:00:00 AM,225,18,Southeast,1842,2,354,THEFT OF IDENTITY,1822 0930,32,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,100 W  108TH                        ST,,33.9383,-118.2743
211008357,05/24/2021 12:00:00 AM,05/24/2021 12:00:00 AM,1950,10,West Valley,1039,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822,16,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,HASKELL                      AV,LEMAY                        ST,34.1921,-118.4749
220318316,10/12/2022 12:00:00 AM,10/11/2022 12:00:00 AM,745,3,Southwest,328,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101.0,STREET,,,IC,Invest Cont,522.0,,,,3000 S  ROYAL                        ST,,34.0263,-118.2808
241207471,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,830,12,77th Street,1253,1,320,"BURGLARY, ATTEMPTED",1309,44,F,B,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,320.0,,,,7800 S  DENKER                       AV,,33.9709,-118.3112
200314425,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1800,3,Southwest,398,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 0416 0446 1278,41,M,H,505.0,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,4100 S  FIGUEROA                     ST,,34.0074,-118.285
220407461,04/12/2022 12:00:00 AM,04/11/2022 12:00:00 AM,1500,4,Hollenbeck,421,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,300 S  AVENUE 21,,34.0715,-118.2178
201917096,11/19/2020 12:00:00 AM,11/14/2020 12:00:00 AM,1800,19,Mission,1988,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,13400    WENTWORTH                    ST,,34.2259,-118.4265
232015929,09/27/2023 12:00:00 AM,09/20/2023 12:00:00 AM,1130,20,Olympic,2019,2,624,BATTERY - SIMPLE ASSAULT,1202 1822 0444 0340 0446,68,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200 S  WESTMORELAND                 AV,,34.0704,-118.2877
230109788,04/03/2023 12:00:00 AM,10/21/2022 12:00:00 AM,1230,1,Central,147,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 1822,39,M,O,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,300 E  5TH                          ST,,34.0453,-118.2443
211907405,04/07/2021 12:00:00 AM,04/06/2021 12:00:00 AM,2200,19,Mission,1958,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,30,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,CANTERBURY,VAN NUYS,34.2492,-118.4453
222007785,03/25/2022 12:00:00 AM,03/24/2022 12:00:00 AM,2228,20,Olympic,2029,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0344,0,X,X,403.0,DRUG STORE,,,IC,Invest Cont,343.0,,,,300 S  VERMONT                      AV,,34.0691,-118.2916
220308748,04/06/2022 12:00:00 AM,04/05/2022 12:00:00 AM,1900,3,Southwest,351,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1606 1300 0344 0385 0329,21,X,X,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,5000    OBAMA                        BL,,34.023,-118.351
210315055,08/29/2021 12:00:00 AM,08/28/2021 12:00:00 AM,2350,3,Southwest,397,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 0400 2033 1222 2007,50,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,4000    HALLDALE                     AV,,34.0103,-118.3023
241012792,12/14/2024 12:00:00 AM,12/05/2024 12:00:00 AM,900,10,West Valley,1007,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,16900    SATICOY                      ST,,34.2146,-118.5056
230126047,12/09/2023 12:00:00 AM,12/09/2023 12:00:00 AM,1800,1,Central,155,1,210,ROBBERY,0305 0445 0416 0344 1822,30,M,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210.0,,,,5TH                          ST,SAN PEDRO,34.0448,-118.2474
201204184,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,530,12,77th Street,1251,1,820,ORAL COPULATION,0913 0512 0500 0432 0537 1402 1415 1409,38,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,820.0,,,,7100    11TH                         AV,,33.9757,-118.3294
200409471,06/03/2020 12:00:00 AM,06/03/2020 12:00:00 AM,30,4,Hollenbeck,464,2,900,VIOLATION OF COURT ORDER,2038 1810,52,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900.0,,,,2300 E  1ST                          ST,,34.0443,-118.211
241511576,06/26/2024 12:00:00 AM,05/30/2024 12:00:00 AM,1900,15,N Hollywood,1591,1,330,BURGLARY FROM VEHICLE,1822 0325 1307 0344,57,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,3400    LAUREL CANYON                BL,,34.1325,-118.3974
231715964,10/02/2023 12:00:00 AM,10/01/2023 12:00:00 AM,1900,17,Devonshire,1787,1,330,BURGLARY FROM VEHICLE,0329 1609 0344,57,F,A,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,17800    KINZIE                       ST,,34.2486,-118.5216
